Job Title,company_txt,Location,job_simp,seniority,predicted_opportunity_score,opportunity_band,years_experience,remote_yn,hybrid_yn,skill_count,detected_skills,explanation_preview
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",Takeda Pharmaceuticals,"Cambridge, MA",data engineer,junior,98.5,high,5,0,0,5,"['SQL', 'AWS', 'Spark', 'Docker', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
Data Scientist,Credera,"Dallas, TX",data scientist,mid,98.5,high,2,0,0,8,"['Python', 'SQL', 'Tableau', 'Power BI', 'AWS', 'Spark', 'Machine Learning', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",Takeda Pharmaceuticals,"Cambridge, MA",data engineer,junior,98.5,high,5,0,0,5,"['SQL', 'AWS', 'Spark', 'Docker', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",Takeda Pharmaceuticals,"Cambridge, MA",data engineer,junior,98.5,high,5,0,0,5,"['SQL', 'AWS', 'Spark', 'Docker', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
PL Actuarial-Lead Data Scientist,The Hanover Insurance Group,"Worcester, MA",data scientist,senior,98.5,high,5,0,0,5,"['Python', 'SQL', 'Excel', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
PL Actuarial-Lead Data Scientist,The Hanover Insurance Group,"Worcester, MA",data scientist,senior,98.5,high,5,0,0,5,"['Python', 'SQL', 'Excel', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool."
"Senior Operations Data Analyst, Call Center Operations",FLEETCOR,"Nashville, TN",data analyst,senior,98.4,high,0,0,0,3,"['Excel', 'Tableau', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Senior Operations Data Analyst, Call Center Operations",FLEETCOR,"Nashville, TN",data analyst,senior,98.4,high,0,0,0,3,"['Excel', 'Tableau', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Director Data Science,TRANZACT,"Fort Lee, NJ",manager,manager,98.3,high,7,1,0,6,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Remote language improves flexibility and expands the reachable talent pool. | Experience expectations look relatively accessible for early-career applicants.
Director Data Science,TRANZACT,"Fort Lee, NJ",manager,manager,98.3,high,7,1,0,6,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Remote language improves flexibility and expands the reachable talent pool. | Experience expectations look relatively accessible for early-career applicants.
Data Science Analyst,Brightside,"Chandler, AZ",other,mid,98.3,high,2,0,0,8,"['Python', 'SQL', 'Tableau', 'AWS', 'Docker', 'Machine Learning', 'Statistics', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution.
Senior Spark Engineer (Data Science),KSM Consulting,"Indianapolis, IN",other,senior,98.3,high,2,0,0,6,"['Python', 'SQL', 'AWS', 'Spark', 'Docker', 'Machine Learning']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution.
BI & Platform Analytics Manager,Church & Dwight,"Ewing, NJ",manager,manager,98.2,high,5,0,0,5,"['Python', 'Excel', 'Tableau', 'Power BI', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
"Data Scientist (Actuary, FSA or ASA)",Legal & General America,"Frederick, MD",data scientist,mid,98.2,high,2,0,0,6,"['Python', 'SQL', 'Excel', 'Tableau', 'Machine Learning', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
Data Scientist - Sales,Confluent,"Mountain View, CA",data scientist,mid,98.2,high,3,0,0,6,"['Python', 'SQL', 'Tableau', 'Machine Learning', 'Statistics', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Senior Data Engineer,Novetta,"Reston, VA",data engineer,senior,98.2,high,2,0,0,7,"['Python', 'SQL', 'AWS', 'Spark', 'Docker', 'Kubernetes', 'ETL']","Posting references newer cloud or platform tooling, which strengthens market relevance. | Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants."
"Data Scientist (Actuary, FSA or ASA)",Legal & General America,"Frederick, MD",data scientist,mid,98.2,high,2,0,0,6,"['Python', 'SQL', 'Excel', 'Tableau', 'Machine Learning', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
BI & Platform Analytics Manager,Church & Dwight,"Ewing, NJ",manager,manager,98.2,high,5,0,0,5,"['Python', 'Excel', 'Tableau', 'Power BI', 'Machine Learning']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Higher experience requirements raise the barrier to entry. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Engineer,IZEA,"Winter Park, FL",data engineer,mid,97.9,high,3,0,0,7,"['Python', 'AWS', 'Spark', 'Docker', 'Machine Learning', 'Statistics', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Engineer,IZEA,"Winter Park, FL",data engineer,mid,97.9,high,3,0,0,7,"['Python', 'AWS', 'Spark', 'Docker', 'Machine Learning', 'Statistics', 'ETL']","Posting signals a broad analytics stack with several in-demand tools. | Cross-functional language suggests the role has business visibility beyond pure execution. | Company rating is relatively strong, which can be a positive quality signal."
Data Engineer,CapTech,"Charlotte, NC",data engineer,mid,97.8,high,3,0,0,6,"['Python', 'SQL', 'Tableau', 'Spark', 'Statistics', 'ETL']",Posting signals a broad analytics stack with several in-demand tools. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,Associated Banc-Corp,"Green Bay, WI",data analyst,mid,97.8,high,2,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Senior Data Analyst,National Student Clearinghouse,"Herndon, VA",data analyst,senior,97.8,high,5,0,0,6,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution.
Senior Data Analyst,National Student Clearinghouse,"Herndon, VA",data analyst,senior,97.8,high,5,0,0,6,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution.
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,Associated Banc-Corp,"Green Bay, WI",data analyst,mid,97.8,high,2,0,0,1,['Excel'],Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution. | Detailed job description suggests a more mature hiring process and clearer scope.
Data Scientist,The E.W. Scripps Company,"Cincinnati, OH",data scientist,mid,97.7,high,3,0,0,6,"['Python', 'SQL', 'Tableau', 'Snowflake', 'Statistics', 'Experimentation']",Posting signals a broad analytics stack with several in-demand tools. | Advanced degree language may narrow the candidate pool. | Cross-functional language suggests the role has business visibility beyond pure execution.
Data Scientist,CyrusOne,"Dallas, TX",data scientist,mid,97.7,high,2,0,0,5,"['Python', 'SQL', 'Power BI', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Data Scientist - Consultant - National,Clarity Insights,United States,data scientist,mid,97.7,high,2,0,0,6,"['Python', 'SQL', 'Tableau', 'Power BI', 'Machine Learning', 'Statistics']",Posting signals a broad analytics stack with several in-demand tools. | Experience expectations look relatively accessible for early-career applicants. | Advanced degree language may narrow the candidate pool.
Data Scientist,CyrusOne,"Dallas, TX",data scientist,mid,97.7,high,2,0,0,5,"['Python', 'SQL', 'Power BI', 'Machine Learning', 'Statistics']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Experience expectations look relatively accessible for early-career applicants. | Cross-functional language suggests the role has business visibility beyond pure execution."
Sr. Data Engineer (ETL Developer),F&G,"Des Moines, IA",data engineer,senior,97.5,high,5,1,0,5,"['Python', 'SQL', 'Tableau', 'Statistics', 'ETL']","Posting includes multiple relevant data skills, suggesting steady hiring demand. | Remote language improves flexibility and expands the reachable talent pool. | Experience expectations look relatively accessible for early-career applicants."
